Title,Summary,Publication Date,Source,URL,Category
Israel striking Hezbollah with ‘full force’ despite ceasefire calls,"More than 600 people have been killed by Israeli airstrikes in Lebanon since Monday, health officials say.",2024-09-27,BBC,https://www.bbc.com/news/articles/c20jx85vxwdo,Health
